ID,Chủ đề,Thông điệp,Lời giảng & Câu chuyện,Hành động thức tỉnh,Cơ chế game
76,Thời Gian,Thời gian và Không gian thực chất chỉ là một thực thể năng lượng duy nhất được hiển thị theo các góc độ quan sát khác nhau.,"Thời gian tuyến tính chỉ là một công cụ đo lường chuyển động của trí óc trong thế giới tương đối. Trong thực tại tối hậu của Thượng đế, tất cả mọi sự đều diễn ra trong một khoảnh khắc vĩnh cửu duy nhất (The Eternal Now). Khi con hiểu rằng 'Thời gian và Không gian thực chất chỉ là một thực thể năng lượng duy nhất được hiển thị theo các góc độ quan sát khác nhau.', con nắm giữ quyền năng thay đổi tương lai và chữa lành quá khứ bằng cách thay đổi tần số năng lượng ngay trong giây phút hiện tại.","Đừng đếm giờ lo lắng khi thức giấc lúc nửa đêm ('mình chỉ còn 3 tiếng để ngủ'). Áp lực thời gian đó chỉ là ảo ảnh. Hãy áp dụng 'Thời gian và Không gian thực chất chỉ là một thực thể năng lượng duy nhất được hiển thị theo các góc độ quan sát khác nhau.': neo mình vào khoảnh khắc 'Bây giờ' tĩnh lặng. Thả lỏng cơ thể, cảm nhận sự an yên ngay lúc này mà không lo nghĩ về ngày mai. Giấc ngủ sẽ tự khắc đến khi con giải phóng ảo ảnh thời gian.","Cơ chế 'Ma Trận Hiện Tại' (The Now Matrix): Thiết lập một phím bấm đặc biệt cho phép người chơi làm ngưng đọng thời gian. Trong trạng thái này, người chơi có thể nhìn thấy tất cả các nhánh kịch bản tương lai (CD-ROM branches) và bẻ lái đầu đọc laser của ý thức để nhảy sang dòng dữ liệu mong muốn, hiện thực hóa thông điệp 'Thời gian và Không gian thực chất chỉ là một thực thể năng lượng duy nhất được hiển thị theo các góc độ quan sát khác nhau.'."
77,Sự Sống và Cái Chết,Mục đích duy nhất của sự sống là kinh nghiệm cái vinh quang nhất cho con và cho tất cả mọi loài sinh mệnh.,"Cái chết chỉ là một ảo ảnh vật lý, một bước chuyển giao tần số năng lượng từ thể thô đặc sang thể tinh khiết. Linh hồn là bất tử, chưa từng bắt đầu và không bao giờ kết thúc. Thông điệp 'Mục đích duy nhất của sự sống là kinh nghiệm cái vinh quang nhất cho con và cho tất cả mọi loài sinh mệnh.' giải phóng con khỏi nỗi sợ lớn nhất của loài người, khẳng định rằng mọi sự ra đi đều là lựa chọn tự nguyện của linh hồn ở cấp độ siêu hình để tiếp tục tiến hóa ở cõi giới cao hơn.","Khi con sợ hãi thất bại hay lo âu về sức khỏe, hãy nhớ rằng con là một linh hồn vĩ đại đang dạo chơi dưới hình hài con người. Lớp vỏ bọc này có thể mệt mỏi, nhưng linh hồn con luôn tràn đầy sinh lực. Ghi nhớ 'Mục đích duy nhất của sự sống là kinh nghiệm cái vinh quang nhất cho con và cho tất cả mọi loài sinh mệnh.' để chơi trò chơi cuộc đời một cách nhẹ nhàng, thản nhiên, không bị đè nặng bởi ảo ảnh mất mát.","Cơ chế 'Chất Vấn Linh Thiêng' (Divine Inquiry / No Game Over): Khi nhân vật cạn HP, trò chơi không kết thúc. Linh hồn người chơi bước vào không gian siêu thực để đối thoại với Thượng đế theo câu nói 'Mục đích duy nhất của sự sống là kinh nghiệm cái vinh quang nhất cho con và cho tất cả mọi loài sinh mệnh.'. Người chơi có quyền tự quyết định: Quay lại cơ thể vật lý với một nội tại mới (Hồi sinh) hoặc chuyển sinh sang một dòng thời gian khác."
78,Sự Sống và Cái Chết,"Linh hồn con là một dòng chảy sáng tạo bất tận, chưa từng bắt đầu và sẽ không bao giờ có điểm kết thúc.","Cái chết chỉ là một ảo ảnh vật lý, một bước chuyển giao tần số năng lượng từ thể thô đặc sang thể tinh khiết. Linh hồn là bất tử, chưa từng bắt đầu và không bao giờ kết thúc. Thông điệp 'Linh hồn con là một dòng chảy sáng tạo bất tận, chưa từng bắt đầu và sẽ không bao giờ có điểm kết thúc.' giải phóng con khỏi nỗi sợ lớn nhất của loài người, khẳng định rằng mọi sự ra đi đều là lựa chọn tự nguyện của linh hồn ở cấp độ siêu hình để tiếp tục tiến hóa ở cõi giới cao hơn.","Khi con sợ hãi thất bại hay lo âu về sức khỏe, hãy nhớ rằng con là một linh hồn vĩ đại đang dạo chơi dưới hình hài con người. Lớp vỏ bọc này có thể mệt mỏi, nhưng linh hồn con luôn tràn đầy sinh lực. Ghi nhớ 'Linh hồn con là một dòng chảy sáng tạo bất tận, chưa từng bắt đầu và sẽ không bao giờ có điểm kết thúc.' để chơi trò chơi cuộc đời một cách nhẹ nhàng, thản nhiên, không bị đè nặng bởi ảo ảnh mất mát.","Cơ chế 'Chất Vấn Linh Thiêng' (Divine Inquiry / No Game Over): Khi nhân vật cạn HP, trò chơi không kết thúc. Linh hồn người chơi bước vào không gian siêu thực để đối thoại với Thượng đế theo câu nói 'Linh hồn con là một dòng chảy sáng tạo bất tận, chưa từng bắt đầu và sẽ không bao giờ có điểm kết thúc.'. Người chơi có quyền tự quyết định: Quay lại cơ thể vật lý với một nội tại mới (Hồi sinh) hoặc chuyển sinh sang một dòng thời gian khác."
79,Sự Sống và Cái Chết,"Sau cái chết, con sẽ có dịp nhìn lại cuộc đời mình một cách trọn vẹn, không có sự phán xét hay đau khổ, chỉ có lòng biết ơn.","Cái chết chỉ là một ảo ảnh vật lý, một bước chuyển giao tần số năng lượng từ thể thô đặc sang thể tinh khiết. Linh hồn là bất tử, chưa từng bắt đầu và không bao giờ kết thúc. Thông điệp 'Sau cái chết, con sẽ có dịp nhìn lại cuộc đời mình một cách trọn vẹn, không có sự phán xét hay đau khổ, chỉ có lòng biết ơn.' giải phóng con khỏi nỗi sợ lớn nhất của loài người, khẳng định rằng mọi sự ra đi đều là lựa chọn tự nguyện của linh hồn ở cấp độ siêu hình để tiếp tục tiến hóa ở cõi giới cao hơn.","Khi con sợ hãi thất bại hay lo âu về sức khỏe, hãy nhớ rằng con là một linh hồn vĩ đại đang dạo chơi dưới hình hài con người. Lớp vỏ bọc này có thể mệt mỏi, nhưng linh hồn con luôn tràn đầy sinh lực. Ghi nhớ 'Sau cái chết, con sẽ có dịp nhìn lại cuộc đời mình một cách trọn vẹn, không có sự phán xét hay đau khổ, chỉ có lòng biết ơn.' để chơi trò chơi cuộc đời một cách nhẹ nhàng, thản nhiên, không bị đè nặng bởi ảo ảnh mất mát.","Cơ chế 'Chất Vấn Linh Thiêng' (Divine Inquiry / No Game Over): Khi nhân vật cạn HP, trò chơi không kết thúc. Linh hồn người chơi bước vào không gian siêu thực để đối thoại với Thượng đế theo câu nói 'Sau cái chết, con sẽ có dịp nhìn lại cuộc đời mình một cách trọn vẹn, không có sự phán xét hay đau khổ, chỉ có lòng biết ơn.'. Người chơi có quyền tự quyết định: Quay lại cơ thể vật lý với một nội tại mới (Hồi sinh) hoặc chuyển sinh sang một dòng thời gian khác."
80,Thời Gian,Mỗi giây phút con sống là một cơ hội vàng để linh hồn viết tiếp trang sử vĩ đại của hành trình tiến hóa.,"Thời gian tuyến tính chỉ là một công cụ đo lường chuyển động của trí óc trong thế giới tương đối. Trong thực tại tối hậu của Thượng đế, tất cả mọi sự đều diễn ra trong một khoảnh khắc vĩnh cửu duy nhất (The Eternal Now). Khi con hiểu rằng 'Mỗi giây phút con sống là một cơ hội vàng để linh hồn viết tiếp trang sử vĩ đại của hành trình tiến hóa.', con nắm giữ quyền năng thay đổi tương lai và chữa lành quá khứ bằng cách thay đổi tần số năng lượng ngay trong giây phút hiện tại.","Đừng đếm giờ lo lắng khi thức giấc lúc nửa đêm ('mình chỉ còn 3 tiếng để ngủ'). Áp lực thời gian đó chỉ là ảo ảnh. Hãy áp dụng 'Mỗi giây phút con sống là một cơ hội vàng để linh hồn viết tiếp trang sử vĩ đại của hành trình tiến hóa.': neo mình vào khoảnh khắc 'Bây giờ' tĩnh lặng. Thả lỏng cơ thể, cảm nhận sự an yên ngay lúc này mà không lo nghĩ về ngày mai. Giấc ngủ sẽ tự khắc đến khi con giải phóng ảo ảnh thời gian.","Cơ chế 'Ma Trận Hiện Tại' (The Now Matrix): Thiết lập một phím bấm đặc biệt cho phép người chơi làm ngưng đọng thời gian. Trong trạng thái này, người chơi có thể nhìn thấy tất cả các nhánh kịch bản tương lai (CD-ROM branches) và bẻ lái đầu đọc laser của ý thức để nhảy sang dòng dữ liệu mong muốn, hiện thực hóa thông điệp 'Mỗi giây phút con sống là một cơ hội vàng để linh hồn viết tiếp trang sử vĩ đại của hành trình tiến hóa.'."
81,Tiến Hóa,"Mục đích của cuộc sống này không phải là đi tới một cái đích nào cả, mà chỉ cần nhận thức rằng con vẫn luôn ở đó.","Tiến hóa không phải là cuộc đua để đạt tới một cái đích xa xôi, mà là hành trình 'Hồi tưởng' (Re-membering) lại bản tính thiêng liêng vốn có của linh hồn. Năm thái độ của Thượng đế tính (Vui vẻ, Yêu thương, Chấp nhận, Ban phước, Biết ơn) chính là những công cụ mạnh mẽ nhất. Khi con thực hành 'Mục đích của cuộc sống này không phải là đi tới một cái đích nào cả, mà chỉ cần nhận thức rằng con vẫn luôn ở đó.', con đang nâng tần số rung động của mình để tiệm cận với Nguồn sáng tối cao.","Khi cơ thể mệt mỏi, hãy thực hành 'Ban phước và Chấp nhận' trạng thái này. Đừng bực bội với sự uể oải của bản thân. Hãy tự nói theo tinh thần 'Mục đích của cuộc sống này không phải là đi tới một cái đích nào cả, mà chỉ cần nhận thức rằng con vẫn luôn ở đó.': 'Tôi chấp nhận và biết ơn cơ thể đã đồng hành cùng tôi'. Sự hòa giải nội tâm này sẽ lập tức khơi thông dòng năng lượng chữa lành tự thân bên trong con.","Chỉ số 'Evolution Index' (Chỉ số Tiến hóa - thay thế cho Level): Nhân vật không tăng cấp bằng cách giết quái tích XP. Level tâm thức tăng lên khi người chơi thực hiện các hành động Chấp nhận, Ban phước cho môi trường hoặc ban tặng lòng biết ơn cho NPC theo câu nói 'Mục đích của cuộc sống này không phải là đi tới một cái đích nào cả, mà chỉ cần nhận thức rằng con vẫn luôn ở đó.'. Chỉ số này mở khóa các kỹ năng tương tác hòa bình và các vùng đất thần tiên ẩn."
82,Sinh Mệnh Tiến Hóa Cao,"Các sinh mệnh tiến hóa cao (HEBs) sống bằng ý thức Nhất thể: không có bạo lực, cạnh tranh hay phân biệt quốc gia, tôn giáo.","Các Sinh mệnh Tiến hóa Cao (HEBs) là hình mẫu tương lai của nhân loại. Họ sống hòa hợp tuyệt đối, từ bỏ quyền tư hữu, triệt tiêu hoàn toàn bạo lực và bảo vệ môi trường hoàn hảo. Thông điệp 'Các sinh mệnh tiến hóa cao (HEBs) sống bằng ý thức Nhất thể: không có bạo lực, cạnh tranh hay phân biệt quốc gia, tôn giáo.' mô tả lối sống tỉnh thức khi một giống loài đã vượt qua được ảo tưởng chia rẽ, chuyển dịch từ cạnh tranh ích kỷ sang cộng tác yêu thương để cùng chăm nom Trái Đất.","Hãy học cách sống tối giản và bớt lo lắng về việc tích trữ hay sở hữu. Khi con lo sợ thiếu thốn, con đang nuôi dưỡng năng lượng sợ hãi. Hãy hướng tư duy theo lối sống HEB qua câu 'Các sinh mệnh tiến hóa cao (HEBs) sống bằng ý thức Nhất thể: không có bạo lực, cạnh tranh hay phân biệt quốc gia, tôn giáo.': tin tưởng vào sự đủ đầy của vũ trụ, sẵn sàng sẻ chia và bảo vệ không gian sống trong lành xung quanh mình.","Mở khóa 'HEB Realm' (Cõi giới Tiến hóa): Một bản đồ thế giới mở đặc biệt nơi người chơi không được phép mang theo vũ khí. Mọi thử thách tại đây yêu cầu người chơi ứng dụng nguyên lý 'Các sinh mệnh tiến hóa cao (HEBs) sống bằng ý thức Nhất thể: không có bạo lực, cạnh tranh hay phân biệt quốc gia, tôn giáo.' — giải quyết xung đột bằng đối thoại, chia sẻ năng lượng phục hồi hệ sinh thái và cộng tác với các sinh mệnh vũ trụ để vượt qua các thảm họa tự nhiên."
83,Lời Mời Gọi thứ 3,Lời mời gọi thứ ba thiêng liêng dành cho con lúc này là: Hãy thức tỉnh nhân loại bằng chính lối sống tỉnh thức của mình.,"Đây là lời mời gọi khẩn thiết từ Thượng đế dành cho những linh hồn đã sẵn sàng thức tỉnh. Con được gọi để trở thành sứ giả của sự thật, không phải bằng cách giáo điều, mà bằng việc mô hình hóa lối sống tỉnh thức trong đời thường. Bản chất của việc 'Lời mời gọi thứ ba thiêng liêng dành cho con lúc này là: Hãy thức tỉnh nhân loại bằng chính lối sống tỉnh thức của mình.' là quy luật cộng hưởng: khi con thắp sáng ngọn đuốc của chính mình, con sẽ tự động soi đường cho những người xung quanh.","Khi con cảm thấy mệt mỏi, hãy chuyển sự tập trung ra ngoài bằng cách giúp đỡ hoặc gửi một lời chúc lành thầm lặng cho ai đó. Theo thông điệp 'Lời mời gọi thứ ba thiêng liêng dành cho con lúc này là: Hãy thức tỉnh nhân loại bằng chính lối sống tỉnh thức của mình.', khi con trở thành nguồn năng lượng nâng đỡ người khác, dòng chảy yêu thương đi qua con sẽ tự động sạc đầy lại năng lượng cho chính cơ thể và tâm hồn con.","Cơ chế 'Awakening Aura' (Hào quang Thức tỉnh): Khi người chơi thực hiện các lựa chọn hội thoại chân thành và dũng cảm theo câu nói 'Lời mời gọi thứ ba thiêng liêng dành cho con lúc này là: Hãy thức tỉnh nhân loại bằng chính lối sống tỉnh thức của mình.', họ phát ra một vầng hào quang làm xoa dịu các quái vật hoặc NPC đang bị 'lo âu khống chế'. Nhiệm vụ yêu cầu người chơi giải cứu một ngôi làng bằng cách đánh thức ý thức của dân làng thay vì tiêu diệt họ."
84,Tiến Hóa,"Năm thái độ của Thượng đế tính là: Vui vẻ, Yêu thương, Chấp nhận, Ban phước và Biết ơn. Hãy áp dụng chúng vào đời sống.","Tiến hóa không phải là cuộc đua để đạt tới một cái đích xa xôi, mà là hành trình 'Hồi tưởng' (Re-membering) lại bản tính thiêng liêng vốn có của linh hồn. Năm thái độ của Thượng đế tính (Vui vẻ, Yêu thương, Chấp nhận, Ban phước, Biết ơn) chính là những công cụ mạnh mẽ nhất. Khi con thực hành 'Năm thái độ của Thượng đế tính là: Vui vẻ, Yêu thương, Chấp nhận, Ban phước và Biết ơn. Hãy áp dụng chúng vào đời sống.', con đang nâng tần số rung động của mình để tiệm cận với Nguồn sáng tối cao.","Khi cơ thể mệt mỏi, hãy thực hành 'Ban phước và Chấp nhận' trạng thái này. Đừng bực bội với sự uể oải của bản thân. Hãy tự nói theo tinh thần 'Năm thái độ của Thượng đế tính là: Vui vẻ, Yêu thương, Chấp nhận, Ban phước và Biết ơn. Hãy áp dụng chúng vào đời sống.': 'Tôi chấp nhận và biết ơn cơ thể đã đồng hành cùng tôi'. Sự hòa giải nội tâm này sẽ lập tức khơi thông dòng năng lượng chữa lành tự thân bên trong con.","Chỉ số 'Evolution Index' (Chỉ số Tiến hóa - thay thế cho Level): Nhân vật không tăng cấp bằng cách giết quái tích XP. Level tâm thức tăng lên khi người chơi thực hiện các hành động Chấp nhận, Ban phước cho môi trường hoặc ban tặng lòng biết ơn cho NPC theo câu nói 'Năm thái độ của Thượng đế tính là: Vui vẻ, Yêu thương, Chấp nhận, Ban phước và Biết ơn. Hãy áp dụng chúng vào đời sống.'. Chỉ số này mở khóa các kỹ năng tương tác hòa bình và các vùng đất thần tiên ẩn."
85,Sinh Mệnh Tiến Hóa Cao,"Ở các xã hội tiến hóa cao, không một cá nhân nào sở hữu đất đai hay tài nguyên. Họ là những người chăm nom và sẻ chia tất cả.","Các Sinh mệnh Tiến hóa Cao (HEBs) là hình mẫu tương lai của nhân loại. Họ sống hòa hợp tuyệt đối, từ bỏ quyền tư hữu, triệt tiêu hoàn toàn bạo lực và bảo vệ môi trường hoàn hảo. Thông điệp 'Ở các xã hội tiến hóa cao, không một cá nhân nào sở hữu đất đai hay tài nguyên. Họ là những người chăm nom và sẻ chia tất cả.' mô tả lối sống tỉnh thức khi một giống loài đã vượt qua được ảo tưởng chia rẽ, chuyển dịch từ cạnh tranh ích kỷ sang cộng tác yêu thương để cùng chăm nom Trái Đất.","Hãy học cách sống tối giản và bớt lo lắng về việc tích trữ hay sở hữu. Khi con lo sợ thiếu thốn, con đang nuôi dưỡng năng lượng sợ hãi. Hãy hướng tư duy theo lối sống HEB qua câu 'Ở các xã hội tiến hóa cao, không một cá nhân nào sở hữu đất đai hay tài nguyên. Họ là những người chăm nom và sẻ chia tất cả.': tin tưởng vào sự đủ đầy của vũ trụ, sẵn sàng sẻ chia và bảo vệ không gian sống trong lành xung quanh mình.","Mở khóa 'HEB Realm' (Cõi giới Tiến hóa): Một bản đồ thế giới mở đặc biệt nơi người chơi không được phép mang theo vũ khí. Mọi thử thách tại đây yêu cầu người chơi ứng dụng nguyên lý 'Ở các xã hội tiến hóa cao, không một cá nhân nào sở hữu đất đai hay tài nguyên. Họ là những người chăm nom và sẻ chia tất cả.' — giải quyết xung đột bằng đối thoại, chia sẻ năng lượng phục hồi hệ sinh thái và cộng tác với các sinh mệnh vũ trụ để vượt qua các thảm họa tự nhiên."
86,Tiến Hóa,"Chữa lành thực chất là việc chấp nhận tất cả những gì đang hiện hữu, rồi lựa chọn phiên bản tốt đẹp nhất tiếp theo.","Tiến hóa không phải là cuộc đua để đạt tới một cái đích xa xôi, mà là hành trình 'Hồi tưởng' (Re-membering) lại bản tính thiêng liêng vốn có của linh hồn. Năm thái độ của Thượng đế tính (Vui vẻ, Yêu thương, Chấp nhận, Ban phước, Biết ơn) chính là những công cụ mạnh mẽ nhất. Khi con thực hành 'Chữa lành thực chất là việc chấp nhận tất cả những gì đang hiện hữu, rồi lựa chọn phiên bản tốt đẹp nhất tiếp theo.', con đang nâng tần số rung động của mình để tiệm cận với Nguồn sáng tối cao.","Khi cơ thể mệt mỏi, hãy thực hành 'Ban phước và Chấp nhận' trạng thái này. Đừng bực bội với sự uể oải của bản thân. Hãy tự nói theo tinh thần 'Chữa lành thực chất là việc chấp nhận tất cả những gì đang hiện hữu, rồi lựa chọn phiên bản tốt đẹp nhất tiếp theo.': 'Tôi chấp nhận và biết ơn cơ thể đã đồng hành cùng tôi'. Sự hòa giải nội tâm này sẽ lập tức khơi thông dòng năng lượng chữa lành tự thân bên trong con.","Chỉ số 'Evolution Index' (Chỉ số Tiến hóa - thay thế cho Level): Nhân vật không tăng cấp bằng cách giết quái tích XP. Level tâm thức tăng lên khi người chơi thực hiện các hành động Chấp nhận, Ban phước cho môi trường hoặc ban tặng lòng biết ơn cho NPC theo câu nói 'Chữa lành thực chất là việc chấp nhận tất cả những gì đang hiện hữu, rồi lựa chọn phiên bản tốt đẹp nhất tiếp theo.'. Chỉ số này mở khóa các kỹ năng tương tác hòa bình và các vùng đất thần tiên ẩn."
87,Trò Chơi Vũ Trụ,"Trò chơi vũ trụ được thiết kế để con đeo lên bức màn quên lãng, rồi trải nghiệm niềm vui vỡ òa của sự Hồi tưởng.","Vũ trụ là một sân chơi vĩ đại do Thượng đế tự phân rã để trải nghiệm sự huy hoàng của mình. Bánh Xe Vũ Trụ liên tục vận hành đưa linh hồn từ cõi Tuyệt đối sang thế giới Tương đối vật lý qua bức màn quên lãng, để rồi trải nghiệm niềm vui vỡ òa của sự Hồi tưởng. Khi con nhận ra 'Trò chơi vũ trụ được thiết kế để con đeo lên bức màn quên lãng, rồi trải nghiệm niềm vui vỡ òa của sự Hồi tưởng.', con hiểu rằng mọi thử thách, cay đắng, ngọt bùi chỉ là những chất liệu của trò chơi vĩ đại này.","Hãy nhìn nhận các khó khăn cơm áo gạo tiền hay những uể oải thể xác như một màn chơi thử thách trong game cuộc đời. Ghi nhớ câu 'Trò chơi vũ trụ được thiết kế để con đeo lên bức màn quên lãng, rồi trải nghiệm niềm vui vỡ òa của sự Hồi tưởng.' để mỉm cười vượt qua. Khi con bớt nghiêm trọng hóa vấn đề và coi nó là một trò chơi, tâm trí con sẽ lập tức được giải phóng khỏi áp lực căng thẳng, giúp con thư thái và dễ ngủ hơn.","Cơ chế 'Cosmic Loop / New Game+' (Vòng lặp Vũ trụ): Khi hoàn thành game, thay vì kết thúc thông thường, người chơi đạt đến trạng thái Hiệp nhất theo câu nói 'Trò chơi vũ trụ được thiết kế để con đeo lên bức màn quên lãng, rồi trải nghiệm niềm vui vỡ òa của sự Hồi tưởng.' và được đưa vào chế độ New Game+. Họ sẽ bắt đầu lại với một 'Bức màn quên' mới nhưng giữ nguyên các chỉ số ngộ tính siêu hình, cho phép trải nghiệm game ở một góc nhìn hoàn toàn mới."
88,Lời Mời Gọi thứ 3,Cách nhanh nhất để tự đánh thức bản thân chính là dấn thân nâng đỡ và đánh thức linh hồn của những người xung quanh.,"Đây là lời mời gọi khẩn thiết từ Thượng đế dành cho những linh hồn đã sẵn sàng thức tỉnh. Con được gọi để trở thành sứ giả của sự thật, không phải bằng cách giáo điều, mà bằng việc mô hình hóa lối sống tỉnh thức trong đời thường. Bản chất của việc 'Cách nhanh nhất để tự đánh thức bản thân chính là dấn thân nâng đỡ và đánh thức linh hồn của những người xung quanh.' là quy luật cộng hưởng: khi con thắp sáng ngọn đuốc của chính mình, con sẽ tự động soi đường cho những người xung quanh.","Khi con cảm thấy mệt mỏi, hãy chuyển sự tập trung ra ngoài bằng cách giúp đỡ hoặc gửi một lời chúc lành thầm lặng cho ai đó. Theo thông điệp 'Cách nhanh nhất để tự đánh thức bản thân chính là dấn thân nâng đỡ và đánh thức linh hồn của những người xung quanh.', khi con trở thành nguồn năng lượng nâng đỡ người khác, dòng chảy yêu thương đi qua con sẽ tự động sạc đầy lại năng lượng cho chính cơ thể và tâm hồn con.","Cơ chế 'Awakening Aura' (Hào quang Thức tỉnh): Khi người chơi thực hiện các lựa chọn hội thoại chân thành và dũng cảm theo câu nói 'Cách nhanh nhất để tự đánh thức bản thân chính là dấn thân nâng đỡ và đánh thức linh hồn của những người xung quanh.', họ phát ra một vầng hào quang làm xoa dịu các quái vật hoặc NPC đang bị 'lo âu khống chế'. Nhiệm vụ yêu cầu người chơi giải cứu một ngôi làng bằng cách đánh thức ý thức của dân làng thay vì tiêu diệt họ."
89,Tiến Hóa,Không có nợ nghiệp báo theo nghĩa trừng phạt bắt buộc. Con hoàn toàn tự do lựa chọn nước đi mới mà không bị ràng buộc.,"Tiến hóa không phải là cuộc đua để đạt tới một cái đích xa xôi, mà là hành trình 'Hồi tưởng' (Re-membering) lại bản tính thiêng liêng vốn có của linh hồn. Năm thái độ của Thượng đế tính (Vui vẻ, Yêu thương, Chấp nhận, Ban phước, Biết ơn) chính là những công cụ mạnh mẽ nhất. Khi con thực hành 'Không có nợ nghiệp báo theo nghĩa trừng phạt bắt buộc. Con hoàn toàn tự do lựa chọn nước đi mới mà không bị ràng buộc.', con đang nâng tần số rung động của mình để tiệm cận với Nguồn sáng tối cao.","Khi cơ thể mệt mỏi, hãy thực hành 'Ban phước và Chấp nhận' trạng thái này. Đừng bực bội với sự uể oải của bản thân. Hãy tự nói theo tinh thần 'Không có nợ nghiệp báo theo nghĩa trừng phạt bắt buộc. Con hoàn toàn tự do lựa chọn nước đi mới mà không bị ràng buộc.': 'Tôi chấp nhận và biết ơn cơ thể đã đồng hành cùng tôi'. Sự hòa giải nội tâm này sẽ lập tức khơi thông dòng năng lượng chữa lành tự thân bên trong con.","Chỉ số 'Evolution Index' (Chỉ số Tiến hóa - thay thế cho Level): Nhân vật không tăng cấp bằng cách giết quái tích XP. Level tâm thức tăng lên khi người chơi thực hiện các hành động Chấp nhận, Ban phước cho môi trường hoặc ban tặng lòng biết ơn cho NPC theo câu nói 'Không có nợ nghiệp báo theo nghĩa trừng phạt bắt buộc. Con hoàn toàn tự do lựa chọn nước đi mới mà không bị ràng buộc.'. Chỉ số này mở khóa các kỹ năng tương tác hòa bình và các vùng đất thần tiên ẩn."
90,Sinh Mệnh Tiến Hóa Cao,"HEBs không dạy trẻ em bằng sự rập khuôn, mà hướng dẫn chúng ghi nhớ 'cái vốn là như vậy' và 'cái hoạt động hiệu quả'.","Các Sinh mệnh Tiến hóa Cao (HEBs) là hình mẫu tương lai của nhân loại. Họ sống hòa hợp tuyệt đối, từ bỏ quyền tư hữu, triệt tiêu hoàn toàn bạo lực và bảo vệ môi trường hoàn hảo. Thông điệp 'HEBs không dạy trẻ em bằng sự rập khuôn, mà hướng dẫn chúng ghi nhớ 'cái vốn là như vậy' và 'cái hoạt động hiệu quả'.' mô tả lối sống tỉnh thức khi một giống loài đã vượt qua được ảo tưởng chia rẽ, chuyển dịch từ cạnh tranh ích kỷ sang cộng tác yêu thương để cùng chăm nom Trái Đất.","Hãy học cách sống tối giản và bớt lo lắng về việc tích trữ hay sở hữu. Khi con lo sợ thiếu thốn, con đang nuôi dưỡng năng lượng sợ hãi. Hãy hướng tư duy theo lối sống HEB qua câu 'HEBs không dạy trẻ em bằng sự rập khuôn, mà hướng dẫn chúng ghi nhớ 'cái vốn là như vậy' và 'cái hoạt động hiệu quả'.': tin tưởng vào sự đủ đầy của vũ trụ, sẵn sàng sẻ chia và bảo vệ không gian sống trong lành xung quanh mình.","Mở khóa 'HEB Realm' (Cõi giới Tiến hóa): Một bản đồ thế giới mở đặc biệt nơi người chơi không được phép mang theo vũ khí. Mọi thử thách tại đây yêu cầu người chơi ứng dụng nguyên lý 'HEBs không dạy trẻ em bằng sự rập khuôn, mà hướng dẫn chúng ghi nhớ 'cái vốn là như vậy' và 'cái hoạt động hiệu quả'.' — giải quyết xung đột bằng đối thoại, chia sẻ năng lượng phục hồi hệ sinh thái và cộng tác với các sinh mệnh vũ trụ để vượt qua các thảm họa tự nhiên."
91,Trò Chơi Vũ Trụ,Con là một người mang thông điệp của Ta. Con được chọn để lan tỏa chân lý vĩ đại này bằng chính cuộc sống thường nhật.,"Vũ trụ là một sân chơi vĩ đại do Thượng đế tự phân rã để trải nghiệm sự huy hoàng của mình. Bánh Xe Vũ Trụ liên tục vận hành đưa linh hồn từ cõi Tuyệt đối sang thế giới Tương đối vật lý qua bức màn quên lãng, để rồi trải nghiệm niềm vui vỡ òa của sự Hồi tưởng. Khi con nhận ra 'Con là một người mang thông điệp của Ta. Con được chọn để lan tỏa chân lý vĩ đại này bằng chính cuộc sống thường nhật.', con hiểu rằng mọi thử thách, cay đắng, ngọt bùi chỉ là những chất liệu của trò chơi vĩ đại này.","Hãy nhìn nhận các khó khăn cơm áo gạo tiền hay những uể oải thể xác như một màn chơi thử thách trong game cuộc đời. Ghi nhớ câu 'Con là một người mang thông điệp của Ta. Con được chọn để lan tỏa chân lý vĩ đại này bằng chính cuộc sống thường nhật.' để mỉm cười vượt qua. Khi con bớt nghiêm trọng hóa vấn đề và coi nó là một trò chơi, tâm trí con sẽ lập tức được giải phóng khỏi áp lực căng thẳng, giúp con thư thái và dễ ngủ hơn.","Cơ chế 'Cosmic Loop / New Game+' (Vòng lặp Vũ trụ): Khi hoàn thành game, thay vì kết thúc thông thường, người chơi đạt đến trạng thái Hiệp nhất theo câu nói 'Con là một người mang thông điệp của Ta. Con được chọn để lan tỏa chân lý vĩ đại này bằng chính cuộc sống thường nhật.' và được đưa vào chế độ New Game+. Họ sẽ bắt đầu lại với một 'Bức màn quên' mới nhưng giữ nguyên các chỉ số ngộ tính siêu hình, cho phép trải nghiệm game ở một góc nhìn hoàn toàn mới."
