ID,Thông điệp,Ý nghĩa,Cơ chế game
212,Mọi câu trả lời con cần đều đã có sẵn trong tim con. (Thông điệp ngày 212),Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
213,Hãy dũng cảm sống là chính mình mà không cần xin lỗi ai. (Thông điệp ngày 213),Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
214,Mỗi ngày là một cơ hội để con bắt đầu lại từ đầu. (Thông điệp ngày 214),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
215,Hãy tha thứ và giải phóng cho quá khứ lùi vào quên lãng. (Thông điệp ngày 215),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
216,Niềm vui đơn sơ đến từ việc trân trọng những gì đang có. (Thông điệp ngày 216),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
217,Hãy mở lòng đón nhận những điều bất ngờ dễ thương của cuộc sống. (Thông điệp ngày 217),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
218,"Con không một mình, vũ trụ luôn đồng hành cùng con. (Thông điệp ngày 218)",Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
219,Hãy sống chậm lại để cảm nhận sự kỳ diệu quanh con. (Thông điệp ngày 219),Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
220,Sức mạnh của con nằm ở sự lựa chọn cách ứng xử hôm nay. (Thông điệp ngày 220),Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
221,Hãy nhớ rằng con luôn được nâng đỡ trong từng bước đi. (Thông điệp ngày 221),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
222,"Sự bình an thật sự không đến từ bên ngoài, nó bắt đầu từ bên trong. (Thông điệp ngày 222)",Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
223,"Đừng lo lắng về tương lai, hãy làm tốt việc của khoảnh khắc này. (Thông điệp ngày 223)",Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
224,Con là một biểu hiện tuyệt đẹp và độc bản của sự sống. (Thông điệp ngày 224),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
225,Mọi rào cản chỉ là cơ hội để con rèn luyện sức mạnh nội tâm. (Thông điệp ngày 225),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
226,Hãy đối xử nhẹ nhàng với bản thân khi gặp khó khăn. (Thông điệp ngày 226),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
227,Không có lỗi lầm nào không thể chuyển hóa thành bài học. (Thông điệp ngày 227),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
228,Hãy để tình yêu dẫn dắt mọi lời nói và việc làm hôm nay. (Thông điệp ngày 228),Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
229,"Cuộc đời là một món quà, hãy mở nó ra với sự háo hức. (Thông điệp ngày 229)",Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
230,"Hãy tin vào hành trình của riêng con, đừng so sánh với ai. (Thông điệp ngày 230)",Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
231,Sự tĩnh lặng giúp con kết nối lại với sức mạnh sâu thẳm. (Thông điệp ngày 231),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
232,Mọi câu trả lời con cần đều đã có sẵn trong tim con. (Thông điệp ngày 232),Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
233,Hãy dũng cảm sống là chính mình mà không cần xin lỗi ai. (Thông điệp ngày 233),Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
234,Mỗi ngày là một cơ hội để con bắt đầu lại từ đầu. (Thông điệp ngày 234),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
235,Hãy tha thứ và giải phóng cho quá khứ lùi vào quên lãng. (Thông điệp ngày 235),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
236,Niềm vui đơn sơ đến từ việc trân trọng những gì đang có. (Thông điệp ngày 236),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
237,Hãy mở lòng đón nhận những điều bất ngờ dễ thương của cuộc sống. (Thông điệp ngày 237),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
238,"Con không một mình, vũ trụ luôn đồng hành cùng con. (Thông điệp ngày 238)",Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
239,Hãy sống chậm lại để cảm nhận sự kỳ diệu quanh con. (Thông điệp ngày 239),Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
240,Sức mạnh của con nằm ở sự lựa chọn cách ứng xử hôm nay. (Thông điệp ngày 240),Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
241,Hãy nhớ rằng con luôn được nâng đỡ trong từng bước đi. (Thông điệp ngày 241),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
242,"Sự bình an thật sự không đến từ bên ngoài, nó bắt đầu từ bên trong. (Thông điệp ngày 242)",Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
243,"Đừng lo lắng về tương lai, hãy làm tốt việc của khoảnh khắc này. (Thông điệp ngày 243)",Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
244,Con là một biểu hiện tuyệt đẹp và độc bản của sự sống. (Thông điệp ngày 244),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
245,Mọi rào cản chỉ là cơ hội để con rèn luyện sức mạnh nội tâm. (Thông điệp ngày 245),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
246,Hãy đối xử nhẹ nhàng với bản thân khi gặp khó khăn. (Thông điệp ngày 246),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
247,Không có lỗi lầm nào không thể chuyển hóa thành bài học. (Thông điệp ngày 247),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
248,Hãy để tình yêu dẫn dắt mọi lời nói và việc làm hôm nay. (Thông điệp ngày 248),Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
249,"Cuộc đời là một món quà, hãy mở nó ra với sự háo hức. (Thông điệp ngày 249)",Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
250,"Hãy tin vào hành trình của riêng con, đừng so sánh với ai. (Thông điệp ngày 250)",Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
251,Sự tĩnh lặng giúp con kết nối lại với sức mạnh sâu thẳm. (Thông điệp ngày 251),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
252,Mọi câu trả lời con cần đều đã có sẵn trong tim con. (Thông điệp ngày 252),Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
253,Hãy dũng cảm sống là chính mình mà không cần xin lỗi ai. (Thông điệp ngày 253),Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
254,Mỗi ngày là một cơ hội để con bắt đầu lại từ đầu. (Thông điệp ngày 254),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
255,Hãy tha thứ và giải phóng cho quá khứ lùi vào quên lãng. (Thông điệp ngày 255),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
256,Niềm vui đơn sơ đến từ việc trân trọng những gì đang có. (Thông điệp ngày 256),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
257,Hãy mở lòng đón nhận những điều bất ngờ dễ thương của cuộc sống. (Thông điệp ngày 257),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
258,"Con không một mình, vũ trụ luôn đồng hành cùng con. (Thông điệp ngày 258)",Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
259,Hãy sống chậm lại để cảm nhận sự kỳ diệu quanh con. (Thông điệp ngày 259),Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
260,Sức mạnh của con nằm ở sự lựa chọn cách ứng xử hôm nay. (Thông điệp ngày 260),Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
261,Hãy nhớ rằng con luôn được nâng đỡ trong từng bước đi. (Thông điệp ngày 261),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
262,"Sự bình an thật sự không đến từ bên ngoài, nó bắt đầu từ bên trong. (Thông điệp ngày 262)",Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
263,"Đừng lo lắng về tương lai, hãy làm tốt việc của khoảnh khắc này. (Thông điệp ngày 263)",Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
264,Con là một biểu hiện tuyệt đẹp và độc bản của sự sống. (Thông điệp ngày 264),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
265,Mọi rào cản chỉ là cơ hội để con rèn luyện sức mạnh nội tâm. (Thông điệp ngày 265),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
266,Hãy đối xử nhẹ nhàng với bản thân khi gặp khó khăn. (Thông điệp ngày 266),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
267,Không có lỗi lầm nào không thể chuyển hóa thành bài học. (Thông điệp ngày 267),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
268,Hãy để tình yêu dẫn dắt mọi lời nói và việc làm hôm nay. (Thông điệp ngày 268),Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
269,"Cuộc đời là một món quà, hãy mở nó ra với sự háo hức. (Thông điệp ngày 269)",Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
270,"Hãy tin vào hành trình của riêng con, đừng so sánh với ai. (Thông điệp ngày 270)",Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
271,Sự tĩnh lặng giúp con kết nối lại với sức mạnh sâu thẳm. (Thông điệp ngày 271),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
272,Mọi câu trả lời con cần đều đã có sẵn trong tim con. (Thông điệp ngày 272),Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
273,Hãy dũng cảm sống là chính mình mà không cần xin lỗi ai. (Thông điệp ngày 273),Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
274,Mỗi ngày là một cơ hội để con bắt đầu lại từ đầu. (Thông điệp ngày 274),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
275,Hãy tha thứ và giải phóng cho quá khứ lùi vào quên lãng. (Thông điệp ngày 275),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
276,Niềm vui đơn sơ đến từ việc trân trọng những gì đang có. (Thông điệp ngày 276),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
277,Hãy mở lòng đón nhận những điều bất ngờ dễ thương của cuộc sống. (Thông điệp ngày 277),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
278,"Con không một mình, vũ trụ luôn đồng hành cùng con. (Thông điệp ngày 278)",Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
279,Hãy sống chậm lại để cảm nhận sự kỳ diệu quanh con. (Thông điệp ngày 279),Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
280,Sức mạnh của con nằm ở sự lựa chọn cách ứng xử hôm nay. (Thông điệp ngày 280),Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
281,Hãy nhớ rằng con luôn được nâng đỡ trong từng bước đi. (Thông điệp ngày 281),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
282,"Sự bình an thật sự không đến từ bên ngoài, nó bắt đầu từ bên trong. (Thông điệp ngày 282)",Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
283,"Đừng lo lắng về tương lai, hãy làm tốt việc của khoảnh khắc này. (Thông điệp ngày 283)",Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
284,Con là một biểu hiện tuyệt đẹp và độc bản của sự sống. (Thông điệp ngày 284),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
285,Mọi rào cản chỉ là cơ hội để con rèn luyện sức mạnh nội tâm. (Thông điệp ngày 285),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
286,Hãy đối xử nhẹ nhàng với bản thân khi gặp khó khăn. (Thông điệp ngày 286),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
287,Không có lỗi lầm nào không thể chuyển hóa thành bài học. (Thông điệp ngày 287),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
288,Hãy để tình yêu dẫn dắt mọi lời nói và việc làm hôm nay. (Thông điệp ngày 288),Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
289,"Cuộc đời là một món quà, hãy mở nó ra với sự háo hức. (Thông điệp ngày 289)",Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
290,"Hãy tin vào hành trình của riêng con, đừng so sánh với ai. (Thông điệp ngày 290)",Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
291,Sự tĩnh lặng giúp con kết nối lại với sức mạnh sâu thẳm. (Thông điệp ngày 291),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
292,Mọi câu trả lời con cần đều đã có sẵn trong tim con. (Thông điệp ngày 292),Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
293,Hãy dũng cảm sống là chính mình mà không cần xin lỗi ai. (Thông điệp ngày 293),Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
294,Mỗi ngày là một cơ hội để con bắt đầu lại từ đầu. (Thông điệp ngày 294),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
295,Hãy tha thứ và giải phóng cho quá khứ lùi vào quên lãng. (Thông điệp ngày 295),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
296,Niềm vui đơn sơ đến từ việc trân trọng những gì đang có. (Thông điệp ngày 296),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
297,Hãy mở lòng đón nhận những điều bất ngờ dễ thương của cuộc sống. (Thông điệp ngày 297),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
298,"Con không một mình, vũ trụ luôn đồng hành cùng con. (Thông điệp ngày 298)",Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
299,Hãy sống chậm lại để cảm nhận sự kỳ diệu quanh con. (Thông điệp ngày 299),Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
300,Sức mạnh của con nằm ở sự lựa chọn cách ứng xử hôm nay. (Thông điệp ngày 300),Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
301,Hãy nhớ rằng con luôn được nâng đỡ trong từng bước đi. (Thông điệp ngày 301),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
302,"Sự bình an thật sự không đến từ bên ngoài, nó bắt đầu từ bên trong. (Thông điệp ngày 302)",Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
303,"Đừng lo lắng về tương lai, hãy làm tốt việc của khoảnh khắc này. (Thông điệp ngày 303)",Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
304,Con là một biểu hiện tuyệt đẹp và độc bản của sự sống. (Thông điệp ngày 304),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
305,Mọi rào cản chỉ là cơ hội để con rèn luyện sức mạnh nội tâm. (Thông điệp ngày 305),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
306,Hãy đối xử nhẹ nhàng với bản thân khi gặp khó khăn. (Thông điệp ngày 306),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
307,Không có lỗi lầm nào không thể chuyển hóa thành bài học. (Thông điệp ngày 307),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
308,Hãy để tình yêu dẫn dắt mọi lời nói và việc làm hôm nay. (Thông điệp ngày 308),Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
309,"Cuộc đời là một món quà, hãy mở nó ra với sự háo hức. (Thông điệp ngày 309)",Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
